id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
0,0,1,0,1,5096764,1000,1,1000,144,0,98
1,0,0,1,0,44903236,1000,1,1000,144,0,105
2,1,3,2,1,54655,0,1,1000,144,0,118
3,1,2,1,2,19945345,1000,1,1000,144,0,115
4,2,5,2,1,1443619,0,1,1000,144,0,0
5,2,4,1,2,18556381,1000,1,1000,144,0,0
6,3,7,3,2,1166585,49,9000,1000,30,0,97
7,3,6,2,3,103833415,0,0,1000,9,0,92
8,4,9,2,4,48443,0,0,1000,18,0,170
9,4,8,4,2,19951557,1000,1,1000,144,0,168
10,5,11,2,5,1523,0,0,1000,18,0,56
11,5,10,5,2,21998477,1000,1,1000,144,0,43
12,6,13,2,6,5635994,0,1000,1000,18,0,17
13,6,12,6,2,38364006,49,10,1000,144,0,47
14,7,15,7,8,555549,1000,10,1000,14,0,87
15,7,14,8,7,6233451,10,1,0,14,0,87
16,8,17,9,10,8971835,1000,1,1000,144,0,34
17,8,16,10,9,87382165,1000,1,1000,144,0,36
18,9,19,9,10,7269360,1000,1,1000,144,0,0
19,9,18,10,9,242730640,1000,1,1000,144,0,0
20,10,21,11,4,1788302,1000,1,1000,144,0,96
21,10,20,4,11,32838698,1000,1,1000,144,0,104
22,11,23,8,12,1125120,200,1,1000,40,0,80
23,11,22,12,8,62748880,1000,1,1000,144,0,66
24,12,25,10,8,9993154,1000,1,1000,144,0,15
25,12,24,8,10,140006846,200,1,1000,40,0,57
26,13,27,13,10,4124469,1000,1000,1000,40,0,0
27,13,26,10,13,145875531,1000,1,1000,144,0,1
28,14,29,6,4,1115725,49,10,1000,144,0,10
29,14,28,4,6,11021275,1000,1,1000,144,0,17
30,15,31,14,15,370066,5000,50,0,144,0,0
31,15,30,15,14,1629934,1000,10,1000,14,0,3
32,16,33,16,15,1724424,0,1,0,144,0,91
33,16,32,15,16,275576,1000,10,1000,14,0,113
34,17,35,2,17,47739,0,1,1000,144,0,212
35,17,34,17,2,199952261,100,1,1000,144,0,121
36,18,37,16,18,585366,0,1,0,144,0,87
37,18,36,18,16,2747634,1000,10,1000,14,0,99
38,19,39,2,19,61748,0,0,1000,18,0,185
39,19,38,19,2,108178252,1000,1,1000,144,0,100
40,20,41,20,21,3113140,1,100,1000,40,0,3
41,20,40,21,20,234814860,1000,1,900,144,0,4
42,21,43,22,23,624348,0,1,0,144,0,83
43,21,42,23,22,475652,1000,10,1000,14,0,96
44,22,45,16,24,166731556,0,1,1000,144,0,42
45,22,44,24,16,1664525444,800,1,1000,144,0,20
46,23,47,3,25,6790445,49,9000,0,30,0,0
47,23,46,25,3,93209555,1000,10,1000,14,0,0
48,24,49,26,10,29243579,5000,3000,1000,288,0,1
49,24,48,10,26,270756421,1000,1,1000,144,0,3
50,25,51,27,28,1669033,1000,1,0,144,0,92
51,25,50,28,27,18330967,1000,10,1000,14,0,107
52,26,53,29,8,1281328,1000,10,1000,14,0,116
53,26,52,8,29,8718672,100,1,0,144,0,117
54,27,55,27,25,10325949,1000,1,0,144,0,103
55,27,54,25,27,289674051,1000,10,1000,14,0,98
56,28,57,30,22,4348022,1000,1,1000,144,0,43
57,28,56,22,30,185473978,0,1,1000,144,0,50
58,29,59,3,31,130297975,49,9000,1000,30,0,11
59,29,58,31,3,1369702025,0,1,1000,14,0,7
60,30,61,8,32,19594,200,1,1000,40,0,83
61,30,60,32,8,49980406,1000,10,1000,14,0,39
62,31,63,10,32,5620713,1000,1,0,144,0,5
63,31,62,32,10,44379287,1000,10,1000,14,0,12
64,32,65,3,32,2072022,49,9000,0,30,0,0
65,32,64,32,3,47927978,1000,10,1000,14,0,0
66,33,67,24,32,1607281,1000,10,0,144,0,8
67,33,66,32,24,48392719,1000,10,1000,14,0,7
68,34,69,33,32,4709277,0,0,1,40,0,18
69,34,68,32,33,45290723,1000,10,1000,14,0,28
70,35,71,2,34,1766286,0,1000,1000,18,0,9
71,35,70,34,2,94226714,100,1,1000,144,0,15
72,36,73,24,35,4178128,800,1,1000,144,0,115
73,36,72,35,24,152746872,1000,1,1000,144,0,122
74,37,75,36,4,10141465,1000,1,1000,144,0,12
75,37,74,4,36,875763535,1000,1,1000,144,0,22
76,38,77,37,33,2115643,1000,10,1000,14,0,115
77,38,76,33,37,47884357,0,0,1,40,0,95
78,39,79,38,4,122821341,1000,1,1000,144,0,114
79,39,78,4,38,9874728659,1000,1,1000,144,0,89
80,40,81,33,39,9591945,0,0,1,40,0,16
81,40,80,39,33,90408055,1000,10,1000,14,0,31
82,41,83,21,40,30053239,1000,1,1000,14,0,13
83,41,82,40,21,327829761,1000,1900,1000,144,0,0
84,42,85,41,40,93072986,1000,1,1000,144,0,0
85,42,84,40,41,1906927014,1000,1900,1000,144,0,2
86,43,87,42,43,113085,1000,10,1000,14,0,127
87,43,86,43,42,57186915,1,1,1000,4,0,120
88,44,89,44,40,44474630,1000,1,1000,144,0,104
89,44,88,40,44,882649370,1000,1900,1000,144,0,87
90,45,91,8,45,1280253,200,1,1000,40,0,58
91,45,90,45,8,18719747,1000,1,1000,144,0,53
92,46,93,33,40,134328898,0,0,1000,40,0,14
93,46,92,40,33,1865671102,1000,1900,1000,144,0,11
94,47,95,43,39,7069660,1,1,1000,4,0,7
95,47,94,39,43,172930340,1000,10,1000,14,0,17
96,48,97,22,39,13196737,0,1,1000,144,0,10
97,48,96,39,22,266803263,1000,10,1000,14,0,22
98,49,99,46,6,5034830,1000,1,1000,144,0,75
99,49,98,6,46,442224170,49,10,1000,144,0,48
100,50,101,47,8,4241653,1000,1,1000,144,0,93
101,50,100,8,47,32734347,200,1,1000,40,0,102
102,51,103,48,21,2613782,749,484,1000,144,0,1
103,51,102,21,48,1597386218,1000,1,1000,144,0,3
104,52,105,49,40,11700334,100,100,1000,144,0,0
105,52,104,40,49,188299666,1000,1900,1000,144,0,1
106,53,107,24,39,10844205,1000,10,0,144,0,0
107,53,106,39,24,319155795,1000,10,1000,14,0,4
108,54,109,46,39,10281475,1000,1,1000,144,0,13
109,54,108,39,46,169718525,1000,10,1000,14,0,26
110,55,111,50,8,14110491,1000,600,1000,40,0,6
111,55,110,8,50,213275509,200,1,1000,40,0,38
112,56,113,46,51,608753,1000,1,1000,144,0,82
113,56,112,51,46,19391247,1000,1,1000,144,0,76
114,57,115,46,51,1008215,1000,1,1000,144,0,0
115,57,114,51,46,18991785,1000,1,1000,144,0,0
116,58,117,2,52,31812584,0,1000,1000,9,0,22
117,58,116,52,2,468187416,1000,1,1000,144,0,28
118,59,119,53,40,13159278,1000,1,1000,144,0,109
119,59,118,40,53,177622722,1000,1900,1000,144,0,112
120,60,121,54,55,9586993,1000,1,1000,144,0,89
121,60,120,55,54,79554007,1000,1,1000,144,0,117
122,61,123,54,56,10454286,1000,1,1000,144,0,58
123,61,122,56,54,122097714,1000,10,1000,14,0,53
124,62,125,54,57,6542202,1000,1,1000,144,0,79
125,62,124,57,54,193457798,1000,10,1000,14,0,142
126,63,127,58,40,80704031,1000,1,1000,144,0,35
127,63,126,40,58,899295969,1000,1900,1000,144,0,15
128,64,129,59,60,5161659,1000,1,1000,144,0,43
129,64,128,60,59,127603341,100,10,1000,144,0,2
130,65,131,58,61,133899,1000,1,1000,144,0,44
131,65,130,61,58,33869101,1000,1000,1000,4,0,44
132,66,133,62,63,100801723,850,84,1000,142,0,11
133,66,132,63,62,1899197277,0,1,1000,144,0,6
134,67,135,63,64,72522004,0,1,1000,144,0,7
135,67,134,64,63,927477996,1000,1,1000,144,0,31
136,68,137,54,65,16132514,1000,1,1000,144,0,90
137,68,136,65,54,158864486,1000,10,1000,14,0,109
138,69,139,54,66,2307260,1000,1,1000,144,0,30
139,69,138,66,54,181183740,1000,1000,1000,144,0,47
140,70,141,54,67,1069661,1000,1,1000,144,0,93
141,70,140,67,54,125121339,1000,1,1000,144,0,118
142,71,143,46,51,1141945,1000,1,1000,144,0,0
143,71,142,51,46,18858055,1000,1,1000,144,0,0
144,72,145,46,51,1964729,1000,1,1000,144,0,0
145,72,144,51,46,18035271,1000,1,1000,144,0,0
146,73,147,46,68,1912919,1000,1,1000,144,0,100
147,73,146,68,46,58087081,1000,1,1000,144,0,111
148,74,149,69,24,17544802,1000,1,1000,144,0,94
149,74,148,24,69,164974198,800,1,1000,144,0,98
150,75,151,46,51,1921218,1000,1,1000,144,0,0
151,75,150,51,46,18078782,1000,1,1000,144,0,0
152,76,153,63,70,30239774,0,1,1000,144,0,9
153,76,152,70,63,969760226,1000,1,1000,144,0,27
154,77,155,56,8,1609824,1000,10,1000,14,0,60
155,77,154,8,56,38390176,200,1,1000,40,0,75
156,78,157,54,71,40073459,1000,1,1000,144,0,94
157,78,156,71,54,439926541,1000,1,1000,144,0,107
158,79,159,54,72,2183091,1000,1,1000,144,0,110
159,79,158,72,54,174532909,1000,10,1000,14,0,117
160,80,161,54,73,8837259,1000,1,1000,144,0,98
161,80,160,73,54,244599741,1000,1,1000,144,0,105
162,81,163,54,74,12081683,1000,1,1000,144,0,77
163,81,162,74,54,210191317,1000,10,1000,14,0,51
164,82,165,46,45,3986182,1000,1,1000,144,0,43
165,82,164,45,46,246013818,1000,1,1000,144,0,45
166,83,167,75,17,18846275,1000,1,1000,144,0,35
167,83,166,17,75,981153725,100,1,1000,144,0,25
168,84,169,76,77,92677918,1000,1,1000,144,0,21
169,84,168,77,76,907322082,1000,1700,1000,30,0,14
170,85,171,2,78,255109,0,0,1000,9,0,65
171,85,170,78,2,99744891,1000,1,1000,144,0,47
172,86,173,76,5,40350645,1000,1,1000,144,0,3
173,86,172,5,76,959649355,1000,1,1000,144,0,3
174,87,175,79,63,3373676,1000,1,1000,144,0,29
175,87,174,63,79,296626324,0,1,1000,144,0,24
176,88,177,24,80,8292466,800,10,1000,144,0,19
177,88,176,80,24,191707534,1000,10,1000,14,0,14
178,89,179,54,66,7624678,1000,1,1000,144,0,0
179,89,178,66,54,192375322,1000,1000,1000,144,0,0
180,90,181,46,45,6331072,1000,1,1000,144,0,0
181,90,180,45,46,93668928,1000,1,1000,144,0,0
182,91,183,33,81,6549107,0,0,1,40,0,113
183,91,182,81,33,93450893,1000,100,1000,144,0,102
184,92,185,82,54,2130433,1000,1,1000,144,0,99
185,92,184,54,82,21958567,1000,1,1000,144,0,97
186,93,187,24,83,22357031,800,10,1000,144,0,98
187,93,186,83,24,477642969,1000,10,1000,14,0,100
188,94,189,84,54,11050882,1000,1,1000,144,0,111
189,94,188,54,84,164313118,1000,1,1000,144,0,73
190,95,191,54,85,53900474,1000,1,1000,144,0,100
191,95,190,85,54,798724526,1000,1,1000,144,0,129
192,96,193,46,49,22646980,1000,1,1000,144,0,43
193,96,192,49,46,877353020,100,100,1000,144,0,34
194,97,195,54,86,195632572,1000,1,1000,144,0,107
195,97,194,86,54,804367428,20,4,1000,40,0,1197
196,98,197,87,24,7775416,1,8,1,64,0,227
197,98,196,24,87,342224584,800,8,1000,144,0,26
198,99,199,54,40,15245025,1000,1,1000,144,0,56
199,99,198,40,54,197002975,1000,1900,1000,144,0,66
200,100,201,8,88,6148116,200,1,1000,40,0,93
201,100,200,88,8,43851884,1000,10,1000,14,0,118
202,101,203,66,8,19349616,1000,1000,1000,144,0,46
203,101,202,8,66,480650384,200,1,1000,40,0,63
204,102,205,89,87,28772184,1000,10,1,14,0,45
205,102,204,87,89,471227816,1,19,1,40,0,32
206,103,207,89,1,21302869,1000,10,1000,14,0,57
207,103,206,1,89,478697131,1000,1,1000,144,0,74
208,104,209,90,24,4825374,1000,1,1000,144,0,38
209,104,208,24,90,82514626,800,1,1000,144,0,18
210,105,211,54,80,221585,1000,1,1000,144,0,102
211,105,210,80,54,299778415,1000,10,1000,14,0,68
212,106,213,80,1,10071146,1000,10,1000,14,0,10
213,106,212,1,80,289928854,1000,1,1000,144,0,21
214,107,215,10,80,18567405,1000,1,1000,144,0,16
215,107,214,80,10,281432595,1000,10,1000,14,0,19
216,108,217,87,80,9019286,1,19,1,40,0,8
217,108,216,80,87,390980714,1000,10,1,14,0,54
218,109,219,27,80,37590946,1000,1,1000,144,0,8
219,109,218,80,27,362409054,1000,10,1000,14,0,15
220,110,221,54,91,25574054,1000,1,1000,144,0,60
221,110,220,91,54,240293946,1000,1,1000,144,0,69
222,111,223,87,49,18922027,1,8,1,64,0,14
223,111,222,49,87,642577973,100,100,1000,144,0,3
224,112,225,54,92,25649875,1000,1,1000,144,0,32
225,112,224,92,54,247549125,1000,1,1000,144,0,23
226,113,227,87,93,155432,1,8,1,64,0,14
227,113,226,93,87,101844568,1000,1,1000,144,0,14
228,114,229,94,95,1393086889,1000,1,1000,144,0,14
229,114,228,95,94,15384128111,1000,1,1000,144,0,32
230,115,231,54,96,18294173,1000,1,1000,144,0,102
231,115,230,96,54,221462827,1000,100,1000,144,0,108
232,116,233,33,97,1242545,0,0,1000,40,0,100
233,116,232,97,33,69037455,1000,1,1000,144,0,111
234,117,235,98,77,26325351,1000,1,1000,20,0,127
235,117,234,77,98,472439649,1000,1700,1000,30,0,15
236,118,237,98,99,32373384,1000,1,1000,20,0,63
237,118,236,99,98,466391616,1000,1,1000,144,0,84
238,119,239,95,40,185156303,1000,1,1000,144,0,4
239,119,238,40,95,3814843697,1000,1900,1000,144,0,4
240,120,241,40,12,42252940,1000,1900,1000,144,0,6
241,120,240,12,40,457747060,1000,1,1000,144,0,4
242,121,243,100,1,1905384,1000,10,1000,144,0,12
243,121,242,1,100,29125616,1000,1,1000,144,0,8
244,122,245,101,102,6041454,2000,2,1000,144,0,97
245,122,244,102,101,410263546,1000,1,1000,144,0,105
246,123,247,12,1,198749666,1000,1,1000,144,0,13
247,123,246,1,12,5393623334,1000,1,1000,144,0,10
248,124,249,87,103,2633070,1,8,1,64,0,102
249,124,248,103,87,302924930,1000,1,1000,144,0,104
250,125,251,104,10,13857619,1000,1,1000,144,0,28
251,125,250,10,104,140971381,1000,1,1000,144,0,49
252,126,253,105,12,435894382,1000,1,1000,144,0,1
253,126,252,12,105,12158972618,1000,1,1000,144,0,15
254,127,255,106,98,27956127,10000,10,1000,40,0,12
255,127,254,98,106,470808873,1000,1,1000,20,0,50
256,128,257,107,5,996838,1000,1,1000,144,0,5
257,128,256,5,107,27408162,1000,1,1000,144,0,3
258,129,259,46,108,6354862,1000,1,1000,144,0,42
259,129,258,108,46,193645138,1000,1,1000,144,0,33
260,130,261,54,46,445909,1000,1,1000,144,0,2465
261,130,260,46,54,266915091,1000,1,1000,144,0,1871
262,131,263,66,109,6110229,1000,1,1000,144,0,16
263,131,262,109,66,93889771,1000,1,1000,144,0,6
264,132,265,63,109,13140580,0,1,1000,144,0,2
265,132,264,109,63,86859420,1000,1,1000,144,0,37
266,133,267,87,110,174679761,1,8,1,64,0,58
267,133,266,110,87,1825320239,1000,1,1000,144,0,14
268,134,269,87,109,10492,1,8,1,64,0,134
269,134,268,109,87,161989508,1000,1,1000,144,0,17
270,135,271,111,10,13553915,1000,1,1000,144,0,8
271,135,270,10,111,134411085,1000,1,1000,144,0,7
272,136,273,87,112,38583,1,8,1,64,0,27
273,136,272,112,87,24961417,1000,1,1000,144,0,6
274,137,275,87,76,9547,1,8,1,64,0,183
275,137,274,76,87,249990453,1000,1,1000,144,0,31
276,138,277,87,6,58652,1,8,1,64,0,95
277,138,276,6,87,99941348,49,10,1000,144,0,4
278,139,279,54,113,5246854,1000,1,1000,144,0,84
279,139,278,113,54,39252146,1000,1,1000,144,0,134
280,140,281,54,114,3044359,1000,1,1000,144,0,99
281,140,280,114,54,16955641,1000,1,1000,144,0,136
282,141,283,109,17,15292344,1000,1,1000,144,0,4
283,141,282,17,109,184707656,100,1,1000,144,0,11
284,142,285,109,77,6664208,1000,1,1000,144,0,18
285,142,284,77,109,293335792,1000,1700,1000,30,0,12
286,143,287,87,115,750835242,1,8,1,64,0,193
287,143,286,115,87,9249164758,1000,1,1000,144,0,10
288,144,289,54,116,11650974,1000,1,1000,144,0,90
289,144,288,116,54,488349026,1000,1,1000,144,0,64
290,145,291,117,4,12984005,1000,10,1000,14,0,118
291,145,290,4,117,305015995,1000,1,1000,144,0,106
292,146,293,118,119,6708860,1000,1,1000,144,0,11
293,146,292,119,118,116297140,490,1,1000,144,0,10
294,147,295,54,120,77332407,1000,1,1000,144,0,87
295,147,294,120,54,1122667593,1000,1,1000,144,0,114
296,148,297,121,46,11313183,1000,1,1000,144,0,138
297,148,296,46,121,488686817,1000,1,1000,144,0,111
298,149,299,122,87,1584258,475,250,1000,144,0,6
299,149,298,87,122,298415742,1,8,1,64,0,11
300,150,301,9,109,4870129,1000,1,1000,144,0,72
301,150,300,109,9,195129871,1000,1,1000,144,0,42
302,151,303,123,4,59538891,1000,1,1000,144,0,6
303,151,302,4,123,1543220109,1000,1,1000,144,0,6
304,152,305,116,109,3704474,1000,1,1000,144,0,35
305,152,304,109,116,206220526,1000,1,1000,144,0,14
306,153,307,87,124,1367962,1,8,1,64,0,118
307,153,306,124,87,298632038,1000,1,1000,144,0,128
308,154,309,87,125,2815789,1,19,1,40,0,104
309,154,308,125,87,197184211,1000,100,1,144,0,133
310,155,311,46,126,8389831,1000,1,1000,144,0,70
311,155,310,126,46,39610169,1000,1,1000,144,0,124
312,156,313,127,46,35402557,1000,1,1000,144,0,57
313,156,312,46,127,364597443,1000,1,1000,144,0,61
314,157,315,54,127,3959547,1000,1,1000,144,0,32
315,157,314,127,54,284756453,1000,1,1000,144,0,47
316,158,317,127,46,31241150,1000,1,1000,144,0,0
317,158,316,46,127,368758850,1000,1,1000,144,0,0
318,159,319,127,46,2627394,1000,1,1000,144,0,0
319,159,318,46,127,397372606,1000,1,1000,144,0,0
320,160,321,127,46,4910633,1000,1,1000,144,0,0
321,160,320,46,127,395089367,1000,1,1000,144,0,0
322,161,323,115,128,2414944,1000,1,1000,144,0,21
323,161,322,128,115,47585056,500,1,1000,14,0,13
324,162,325,46,109,12155568,1000,1,1000,144,0,63
325,162,324,109,46,187844432,1000,1,1000,144,0,86
326,163,327,127,115,13354556,1000,1,1000,144,0,11
327,163,326,115,127,386645444,1000,1,1000,144,0,1
328,164,329,58,129,9814700,1000,1,1000,144,0,12
329,164,328,129,58,90185300,1000,100,1000,144,0,25
330,165,331,54,33,25770032,1000,1,1000,144,0,224
331,165,330,33,54,200817968,0,0,1000,40,0,375
332,166,333,129,130,3985747,1000,100,1000,144,0,51
333,166,332,130,129,96014253,1,1,1000,40,0,65
334,167,335,40,108,10497689,1000,1900,1000,144,0,2
335,167,334,108,40,189502311,1000,1,1000,144,0,3
336,168,337,131,8,6536768,1000,1,1000,144,0,57
337,168,336,8,131,80290232,200,1,1000,40,0,80
338,169,339,132,2,37949,1000,1000,1000,40,0,26
339,169,338,2,132,29962051,0,1000,1000,18,0,23
340,170,341,46,24,24780548,1000,1,1000,144,0,132
341,170,340,24,46,225219452,800,1,1000,144,0,193
342,171,343,115,108,568771,1000,1,1000,144,0,2
343,171,342,108,115,199431229,1000,1,1000,144,0,0
344,172,345,76,77,90553332,1000,1,1000,144,0,0
345,172,344,77,76,909446668,1000,1700,1000,30,0,0
346,173,347,24,75,27230930,800,1,1000,144,0,19
347,173,346,75,24,272769070,1000,1,1000,144,0,5
348,174,349,33,77,386155387,0,0,1000,40,0,73
349,174,348,77,33,4613844613,1000,1700,1000,30,0,24
350,175,351,46,33,302544799,1000,1,1000,144,0,62
351,175,350,33,46,4697455201,0,0,1000,40,0,351
352,176,353,54,133,1922245,1000,1,1000,144,0,106
353,176,352,133,54,74801755,1000,1,1000,144,0,109
354,177,355,46,93,10728299,1000,1,1000,144,0,95
355,177,354,93,46,289271701,1000,1,1000,144,0,99
356,178,357,54,131,701684,1000,1,1000,144,0,36
357,178,356,131,54,22700316,1000,1,1000,144,0,52
358,179,359,134,24,714050,1000,10,1000,14,0,10
359,179,358,24,134,19285950,800,10,1000,144,0,12
360,180,361,134,46,2157302,1000,10,1000,14,0,100
361,180,360,46,134,17842698,1000,1,1000,144,0,104
362,181,363,54,129,10428920,1000,1,1000,144,0,21
363,181,362,129,54,89571080,1000,100,1000,144,0,30
364,182,365,87,135,16440706,1,19,1,40,0,98
365,182,364,135,87,183559294,1000,10,1,14,0,123
366,183,367,136,10,2312869,1000,1,1000,144,0,29
367,183,366,10,136,17687131,1000,1,1000,144,0,40
368,184,369,136,109,2289480,1000,1,1000,144,0,54
369,184,368,109,136,17710520,1000,1,1000,144,0,63
370,185,371,87,137,622633,1,8,1,64,0,34
371,185,370,137,87,44813367,1000,1,1000,144,0,3
372,186,373,10,108,13321180,1000,1,1000,144,0,1
373,186,372,108,10,186678820,1000,1,1000,144,0,6
374,187,375,4,108,9405291,1000,1,1000,144,0,7
375,187,374,108,4,190594709,1000,1,1000,144,0,21
376,188,377,40,108,1341285,1000,1900,1000,144,0,0
377,188,376,108,40,198658715,1000,1,1000,144,0,0
378,189,379,24,108,14005943,800,1,1000,144,0,8
379,189,378,108,24,185994057,1000,1,1000,144,0,18
380,190,381,87,108,53331,1,8,1,64,0,89
381,190,380,108,87,199946669,1000,1,1000,144,0,0
382,191,383,10,108,764996,1000,1,1000,144,0,0
383,191,382,108,10,199235004,1000,1,1000,144,0,0
384,192,385,138,33,554052,1000,1,1000,144,0,102
385,192,384,33,138,28627948,0,0,1000,40,0,93
386,193,387,54,139,14755435,1000,1,1000,144,0,133
387,193,386,139,54,224761565,489,1000,1000,144,0,59
388,194,389,54,24,50611766,1000,1,1000,144,0,280
389,194,388,24,54,449388234,800,1,1000,144,0,560
390,195,391,24,77,28840924,800,1000,1000,144,0,23
391,195,390,77,24,471159076,1000,1700,1000,30,0,22
392,196,393,54,140,14802595,1000,1,1000,144,0,106
393,196,392,140,54,264411405,1,1,1000,10,0,115
394,197,395,46,137,4577842,1000,1,1000,144,0,26
395,197,394,137,46,95422158,1000,1,1000,144,0,45
396,198,397,141,49,16275037,1000,100,1000,144,0,0
397,198,396,49,141,283724963,100,100,1000,144,0,2
398,199,399,54,142,3361136,1000,1,1000,144,0,86
399,199,398,142,54,16638864,1000,1,1000,144,0,135
400,200,401,54,143,2323204,1000,1,1000,144,0,81
401,200,400,143,54,47676796,1000,10,1000,14,0,119
402,201,403,87,144,14091113,1,19,1,40,0,24
403,201,402,144,87,385908887,1000,10,1,14,0,19
404,202,405,54,144,751361,1000,1,1000,144,0,77
405,202,404,144,54,399248639,1000,10,1000,14,0,84
406,203,407,46,145,10549019,1000,1,1000,144,0,61
407,203,406,145,46,489450981,1000,100,1000,144,0,70
408,204,409,43,119,5895503,1,1,1000,4,0,7
409,204,408,119,43,86259497,490,1,1000,144,0,7
410,205,411,139,58,838968280,489,1000,1000,144,0,6
411,205,410,58,139,9161031720,1000,1,1000,144,0,8
412,206,413,54,107,142308745,1000,1,1000,144,0,47
413,206,412,107,54,16632427255,1000,1,1000,144,0,24
414,207,415,146,87,1593398,950,1,1,14,0,117
415,207,414,87,146,98406602,1,19,1,40,0,101
416,208,417,147,2,24214297,1000,1,1000,144,0,46
417,208,416,2,147,375663703,0,1000,1000,9,0,30
418,209,419,148,63,489782,1000,1,1000,144,0,93
419,209,418,63,148,19510218,0,1,1000,144,0,84
420,210,421,148,63,1421699,1000,1,1000,144,0,16
421,210,420,63,148,28578301,0,1,1000,144,0,0
422,211,423,148,63,2224915,1000,1,1000,144,0,0
423,211,422,63,148,27775085,0,1,1000,144,0,0
424,212,425,148,63,1851035,1000,1,1000,144,0,0
425,212,424,63,148,18148965,0,1,1000,144,0,0
426,213,427,148,63,3361237,1000,1,1000,144,0,0
427,213,426,63,148,37638763,0,1,1000,144,0,0
428,214,429,148,63,1157045,1000,1,1000,144,0,0
429,214,428,63,148,28842955,0,1,1000,144,0,0
430,215,431,54,149,3198719,1000,1,1000,144,0,22
431,215,430,149,54,16801281,1000,1,1000,144,0,44
432,216,433,87,149,17265454,1,8,1,64,0,10
433,216,432,149,87,182734546,1000,1,1000,144,0,5
434,217,435,149,130,3849550,1000,1,1000,144,0,36
435,217,434,130,149,16150450,1,1,1000,40,0,56
436,218,437,46,149,3770996,1000,1,1000,144,0,13
437,218,436,149,46,16229004,1000,1,1000,144,0,43
438,219,439,2,150,498308959,0,1000,1000,18,0,100
439,219,438,150,2,7501691041,99,1,1000,144,0,199
440,220,441,40,151,26223961,1000,1900,1000,144,0,9
441,220,440,151,40,473776039,2,2,1000,144,0,7
442,221,443,87,152,31473236,1,8,1,64,0,57
443,221,442,152,87,600028764,1000,1,1000,144,0,6
444,222,445,130,108,14754311,1,1,1000,40,0,36
445,222,444,108,130,185245689,1000,1,1000,144,0,25
446,223,447,87,108,9279526,1,8,1,64,0,0
447,223,446,108,87,190720474,1000,1,1000,144,0,0
448,224,449,8,108,10139103,200,1,1000,40,0,3
449,224,448,108,8,189860897,1000,1,1000,144,0,3
450,225,451,40,108,11969535,1000,1900,1000,144,0,0
451,225,450,108,40,188030465,1000,1,1000,144,0,0
452,226,453,33,108,5066283,0,0,1000,40,0,14
453,226,452,108,33,194933717,1000,1,1000,144,0,4
454,227,455,108,1,8699444,1000,1,1000,144,0,60
455,227,454,1,108,191300556,1000,1,1000,144,0,19
456,228,457,22,153,16917128,0,1,1000,144,0,10
457,228,456,153,22,483082872,1,1,1000,34,0,24
458,229,459,123,130,1217529915,1000,1,1000,144,0,103
459,229,458,130,123,11019667085,1,1,1000,40,0,93
460,230,461,54,154,3503960,1000,1,1000,144,0,95
461,230,460,154,54,146496040,1000,1,1000,144,0,114
462,231,463,54,155,965585,1000,1,1000,144,0,85
463,231,462,155,54,19034415,1000,1,1000,144,0,112
464,232,465,24,108,5775924,800,1,1000,144,0,0
465,232,464,108,24,194224076,1000,1,1000,144,0,0
466,233,467,139,108,19294283,489,1000,1000,144,0,0
467,233,466,108,139,180705717,1000,1,1000,144,0,9
468,234,469,46,45,65122321,1000,1,1000,144,0,0
469,234,468,45,46,934877679,1000,1,1000,144,0,0
470,235,471,156,48,116026090,1000,1,1000,144,0,0
471,235,470,48,156,3083973910,591,247,1000,144,0,0
472,236,473,10,108,17857050,1000,1,1000,144,0,0
473,236,472,108,10,182142950,1000,1,1000,144,0,0
474,237,475,157,116,10794212,1000,1,1000,144,0,16
475,237,474,116,157,989205788,1000,1,1000,144,0,14
476,238,477,40,108,15885376,1000,1900,1000,144,0,0
477,238,476,108,40,184114624,1000,1,1000,144,0,0
478,239,479,158,130,12845243,1000,1,1000,144,0,54
479,239,478,130,158,287154757,1,1,1000,40,0,67
480,240,481,46,158,36183977,1000,1,1000,144,0,31
481,240,480,158,46,463816023,1000,1,1000,144,0,44
482,241,483,159,58,7896363,1000,1,1000,144,0,82
483,241,482,58,159,92103637,1000,1,1000,144,0,109
484,242,485,160,161,20199985,490,10,0,14,0,10
485,242,484,161,160,241232015,431,1,0,14,0,12
486,243,487,2,162,4730979,0,1000,1000,9,0,6
487,243,486,162,2,42983021,500,13,1000,40,0,9
488,244,489,54,163,18636711,1000,1,1000,144,0,67
489,244,488,163,54,268704289,1000,650,1000,144,0,41
490,245,491,33,128,8012120,0,0,1,40,0,50
491,245,490,128,33,91987880,500,1,1000,14,0,63
492,246,493,54,164,728124,1000,1,1000,144,0,94
493,246,492,164,54,19271876,1000,1,1000,144,0,102
494,247,495,165,24,10014012,1000,1,1,144,0,14
495,247,494,24,165,335663988,800,1,1000,144,0,8
496,248,497,54,166,22350227,1000,1,1000,144,0,80
497,248,496,166,54,240435773,1000,10,1000,14,0,113
498,249,499,54,164,11130914,1000,1,1000,144,0,0
499,249,498,164,54,246517086,1000,1,1000,144,0,0
500,250,501,150,162,62912,99,1,1000,144,0,6
501,250,500,162,150,23432088,500,13,1000,40,0,1
502,251,503,54,167,11563107,1000,1,1000,144,0,88
